Nombre ejercicio,Grupo muscular principal,Grupo muscular secundario,Lugar de entrenamiento: casa/gimnasio,Nivel de dificultad,Material necesario,Equipamiento opcional,Tags GPT,URL video\n\n,,
Peso muerto con piernas rígidas con mancuernas,Cintura,Erectores espinales,casa/gimnasio,Intermedio,Mancuernas,Ninguno,"bisagra de cadera, multiarticular, intermedio, mancuernas, hipertrofia, casa, cintura, erectores espinales",https://drive.google.com/file/d/1xHnKiJd8k7PlyR900atqPFtzjE7qBjUs/view?usp=drivesdk,,
Inclinación lateral con mancuerna,Cintura,Oblicuos,casa/gimnasio,Intermedio,Mancuerna,Ninguno,"aislado, multiarticular, intermedio, mancuerna, hipertrofia, casa, cintura, oblicuos",https://drive.google.com/file/d/1ZrsmazbPDTY4q8u2mpT5a4gelvvtx0iC/view?usp=drivesdk,,
Crunch con brazos rectos y mancuerna,Cintura,Recto abdominal,casa/gimnasio,Intermedio,Mancuerna,Esterilla,"aislado, multiarticular, intermedio, mancuerna, hipertrofia, casa, cintura, recto abdominal",https://drive.google.com/file/d/1a8oeLHlx24oCX1_nkBWlsRkkvbOBks8K/view?usp=drivesdk,,
Russian twist con piernas rectas y mancuerna,Cintura,Oblicuos,casa/gimnasio,Intermedio,Mancuerna,Esterilla,"aislado, multiarticular, intermedio, mancuerna, hipertrofia, casa, cintura, oblicuos",https://drive.google.com/file/d/1jLTHThcxv7XicDuo8uKEUFzTO0aKqkLC/view?usp=drivesdk,,
Abdominal con giro y brazos rectos con mancuerna,Cintura,Oblicuos / Core,casa/gimnasio,Avanzado,Mancuerna,Esterilla,"aislado, multiarticular, avanzado, mancuerna, hipertrofia, casa, cintura, oblicuos / core",https://drive.google.com/file/d/12J9YnwpVyg_JVyxDYhloLKky0cL11bOj/view?usp=drivesdk,,
Spell Caster (ejercicio con mancuerna tipo conjuro),Cintura,Core completo,casa/gimnasio,Avanzado,Mancuerna,Esterilla,"aislado, multiarticular, avanzado, mancuerna, hipertrofia, casa, cintura, core completo",https://drive.google.com/file/d/1nH6YgfPJ2j7lM4XZ0Jo_PxisGc6csmnk/view?usp=drivesdk,,
Abdominal declinado con peso,Cintura,Recto abdominal,Gimnasio,Avanzado,"Banco declinado, disco",Ninguno,"aislado, multiarticular, avanzado, banco declinado, disco, hipertrofia, gimnasio, cintura, recto abdominal",https://drive.google.com/file/d/1OHGPNA79RinwUlmOEOpaQJF30qGMr27o/view?usp=drivesdk,,
Corte con banda en media rodilla,Cintura,Oblicuos / Core,casa/gimnasio,Intermedio,Banda elástica,Esterilla,"aislado, multiarticular, intermedio, banda elástica, hipertrofia, casa, cintura, oblicuos / core",https://drive.google.com/file/d/1j8azrVzVb343CaqFtjh6dV-iWC9s5UJ7/view?usp=drivesdk,,
Gusano (inchworm), ejercicio con el peso corporal,Cintura,Core completo,casa/gimnasio,Intermedio,Ninguno,Esterilla,"aislado, multiarticular, intermedio, ninguno, hipertrofia, casa, cintura, core completo",https://drive.google.com/file/d/15aJsWPxW0vn6RrIHBpIpkdxolRXhMnxK/view?usp=drivesdk,
Encogimiento abdominal en máquina acostado,Cintura,Recto abdominal,Gimnasio,Intermedio,Máquina palanca,Ninguno,"aislado, multiarticular, intermedio, máquina palanca, hipertrofia, gimnasio, cintura, recto abdominal",https://drive.google.com/file/d/1g9W3ojAPP_UC2UimHGTsLmy8C503jjXM/view?usp=drivesdk,,
Dominio de la máquina: guía del crunch sentado en palanca,Cintura,Recto abdominal,Gimnasio,Intermedio,Máquina de palanca,Ninguno,"aislado, multiarticular, intermedio, máquina de palanca, hipertrofia, gimnasio, cintura, recto abdominal",https://drive.google.com/file/d/1xTZQVo0BSZ6R6h9Oh-WZfsWY3Rqrjy7Z/view?usp=drivesdk,,
Dominio de la máquina: guía de extensión lumbar en palanca,Cintura,Erectores espinales,Gimnasio,Intermedio,Máquina de palanca,Ninguno,"aislado, multiarticular, intermedio, máquina de palanca, hipertrofia, gimnasio, cintura, erectores espinales",https://drive.google.com/file/d/1gZVF8aqYVPoOdwunacso0nrOM0fV5j29/view?usp=drivesdk,,
Dominio de la máquina: guía del crunch sentado con manos en el soporte,Cintura,Recto abdominal,Gimnasio,Intermedio,Máquina palanca,Ninguno,"aislado, multiarticular, intermedio, máquina palanca, hipertrofia, gimnasio, cintura, recto abdominal",https://drive.google.com/file/d/1eNJFjz6CVXfhFZc3qnioQOtMPcb21edd/view?usp=drivesdk,,
Dominio de la máquina: crunch sentado con soporte en el pecho,Cintura,Recto abdominal,Gimnasio,Intermedio,Máquina palanca,Ninguno,"aislado, multiarticular, intermedio, máquina palanca, hipertrofia, gimnasio, cintura, recto abdominal",https://drive.google.com/file/d/1KNnK1QJs15npfFmAxAwza42-v-nmQsAq/view?usp=drivesdk,,
Crunch con elevación de piernas en máquina con palanca (cargada con discos),Cintura,Recto abdominal,Gimnasio,Intermedio,Máquina de palanca con discos,Ninguno,"aislado, multiarticular, intermedio, máquina de palanca con discos, hipertrofia, gimnasio, cintura, recto abdominal",https://drive.google.com/file/d/1mR-Fw5NV9rRjo_m9xEj6gJ1DPvlWljC0/view?usp=drivesdk,,
Crunch con elevación de piernas en máquina con palanca (versión femenina),Cintura,Recto abdominal,Gimnasio,Intermedio,Máquina de palanca,Ninguno,"aislado, multiarticular, intermedio, máquina de palanca, hipertrofia, gimnasio, cintura, recto abdominal",https://drive.google.com/file/d/1M-toA8b5Vi-OaImI2nN4E8aB1FT4BbEJ/view?usp=drivesdk,,
Dominio del giro en rodillas con máquina de palanca,Cintura,Oblicuos,Gimnasio,Intermedio,Máquina de palanca,Ninguno,"aislado, multiarticular, intermedio, máquina de palanca, hipertrofia, gimnasio, cintura, oblicuos",https://drive.google.com/file/d/1DpOJMWaPHHDBgWwi_CxrqKTDT9gDUAWo/view?usp=drivesdk,,
Dominio de la extensión lumbar en máquina de palanca,Cintura,Erectores espinales,Gimnasio,Intermedio,Máquina de palanca,Ninguno,"aislado, multiarticular, intermedio, máquina de palanca, hipertrofia, gimnasio, cintura, erectores espinales",https://drive.google.com/file/d/17SYXSntxu14YBVmEc4YUT4PNSnrOVlKS/view?usp=drivesdk,,
Dominio del crunch sentado en máquina de palanca,Cintura,Recto abdominal,Gimnasio,Intermedio,Máquina de palanca,Ninguno,"aislado, multiarticular, intermedio, máquina de palanca, hipertrofia, gimnasio, cintura, recto abdominal",https://drive.google.com/file/d/1F9QqwpiqHRPZevXIWUO6JU958ojOrXlO/view?usp=drivesdk,,
Dominio de las inclinaciones laterales con banda,Cintura,Oblicuos,casa/gimnasio,Intermedio,Banda elástica,Ninguno,"aislado, multiarticular, intermedio, banda elástica, hipertrofia, casa, cintura, oblicuos",https://drive.google.com/file/d/114XQb22bFi6TEmRjx27KBoip3g7Jlnvt/view?usp=drivesdk,,
Dominio del Russian twist con peso corporal,Cintura,Oblicuos,casa/gimnasio,Intermedio,Ninguno,Esterilla,"aislado, multiarticular, intermedio, ninguno, hipertrofia, casa, cintura, oblicuos",https://drive.google.com/file/d/1b_1UpWCC1W1UInbbafNB5wwPKbRqljY6/view?usp=drivesdk,,
Dominio de los abdominales clásicos con peso corporal,Cintura,Recto abdominal,casa/gimnasio,Básico,Ninguno,Esterilla,"aislado, multiarticular, básico, ninguno, hipertrofia, casa, cintura, recto abdominal",https://drive.google.com/file/d/1Q9aKed3EAzVCcSEtYfacyashB9juPz5g/view?usp=drivesdk,,
Guía para la elevación oblicua de rodillas colgado,Cintura,Oblicuos,Gimnasio,Avanzado,Barra para dominadas,Ninguno,"aislado, multiarticular, avanzado, barra para dominadas, hipertrofia, gimnasio, cintura, oblicuos",https://drive.google.com/file/d/1ijybEJIuiocYhmhY_djjXd0W9SZLZZMb/view?usp=drivesdk,,
Guía para la elevación de piernas y cadera colgado,Cintura,Abdominales inferiores,Gimnasio,Avanzado,Barra para dominadas,Ninguno,"aislado, multiarticular, avanzado, barra para dominadas, hipertrofia, gimnasio, cintura, abdominales inferiores",https://drive.google.com/file/d/1IjwwK9Znm6uONpD0TdxjxqSHci4xkn4l/view?usp=drivesdk,,
Guía para llevar los pies a la barra colgado,Cintura,Abdominales inferiores,Gimnasio,Muy avanzado,Barra para dominadas,Ninguno,"aislado, multiarticular, muy avanzado, barra para dominadas, hipertrofia, gimnasio, cintura, abdominales inferiores",https://drive.google.com/file/d/1X2VOHn-nlFwfxGA-MWd7kNBA0X1SVqTl/view?usp=drivesdk,,
Crunch tipo tijera con salto y piernas abiertas,Cintura,Core completo,casa/gimnasio,Avanzado,Ninguno,Esterilla,"aislado, multiarticular, avanzado, ninguno, hipertrofia, casa, cintura, core completo",https://drive.google.com/file/d/1GeI1mNKPsilen6EAW9PN8_Wxc1prnHID/view?usp=drivesdk,,
Guía para rollouts de rueda de pie,Cintura,Core completo,casa/gimnasio,Muy avanzado,Rueda abdominal,Ninguno,"aislado, multiarticular, muy avanzado, rueda abdominal, hipertrofia, casa, cintura, core completo",https://drive.google.com/file/d/1H3OkNkF9lYS2teM5CmgRXjeFRDHHjmnS/view?usp=drivesdk,,
Guía del molino con peso corporal,Cintura,Oblicuos,casa/gimnasio,Intermedio,Ninguno,Esterilla,"aislado, multiarticular, intermedio, ninguno, hipertrofia, casa, cintura, oblicuos",https://drive.google.com/file/d/1L_k2dyx_1-B4DzWvMRMsr_PpkVeGdd13/view?usp=drivesdk,,
Guía para rodadas de gemelos (Roll-Reverse Crunch),Cintura,Recto abdominal,casa/gimnasio,Intermedio,Ninguno,Esterilla,"aislado, multiarticular, intermedio, ninguno, hipertrofia, casa, cintura, recto abdominal",https://drive.google.com/file/d/1f_ZAWrfli6rFhxeSN3bcNHMtSbfDxYwP/view?usp=drivesdk,,
Abdominales con tracción lateral usando barra EZ,Cintura,Oblicuos,Gimnasio,Avanzado,Barra EZ,Esterilla o banco opcional,"aislado, multiarticular, avanzado, barra ez, hipertrofia, gimnasio, cintura, oblicuos",https://drive.google.com/file/d/1Uhayb1fgPYkliH8DYVh2TDI-piuERpmC/view?usp=drivesdk,,
Giros con cable sentado en el suelo (versión femenina),Cintura,Oblicuos,Gimnasio,Intermedio,Polea baja + cuerda,Esterilla opcional,"aislado, multiarticular, intermedio, polea baja + cuerda, hipertrofia, gimnasio, cintura, oblicuos",https://drive.google.com/file/d/1S2B10WqUuh2e710fam_inlLIG1j7DYfX/view?usp=drivesdk,,
Dominando las dominadas en L,Cintura,Abdominales inferiores,Gimnasio o parque,Muy avanzado,Barra para dominadas,Ninguno,"aislado, multiarticular, muy avanzado, barra para dominadas, hipertrofia, gimnasio, cintura, abdominales inferiores",https://drive.google.com/file/d/1ny7PL9-l_7bhVGCGy7hphBO5PZT1GP9g/view?usp=drivesdk,,
Giro 180° con barra landmine (versión femenina),Cintura,Oblicuos,Gimnasio,Intermedio,Barra landmine,Ninguno,"aislado, multiarticular, intermedio, barra landmine, hipertrofia, gimnasio, cintura, oblicuos",https://drive.google.com/file/d/1UH-5i2pOhS_OTIWJV-cospilwdKHrQlP/view?usp=drivesdk,,
Crunch abdominal acostado en máquina de palanca (versión 2, femenina),Cintura,Recto abdominal,Gimnasio,Intermedio,Máquina de palanca,Ninguno,"aislado, multiarticular, intermedio, máquina de palanca, hipertrofia, gimnasio, cintura, recto abdominal",https://drive.google.com/file/d/1LKePiqcafhUgxDpG_5njyS98ssie40_J/view?usp=drivesdk,
Crunch total en máquina de palanca,Cintura,Core completo,Gimnasio,Intermedio,Máquina de palanca,Ninguno,"aislado, multiarticular, intermedio, máquina de palanca, hipertrofia, gimnasio, cintura, core completo",https://drive.google.com/file/d/1rt2Rp8w_FcouaIyGW22CAVvXpXOoWotA/view?usp=drivesdk,,
Elevación de cadera en multipower,Cintura,Glúteos / Abdominales,Gimnasio,Intermedio,Multipower,Esterilla,"aislado, multiarticular, intermedio, multipower, hipertrofia, gimnasio, cintura, glúteos / abdominales",https://drive.google.com/file/d/1PDZUG2RjuvPFIx1DD0IXuFxl2AcwAauK/view?usp=drivesdk,,
Crunch sobre fitball con rango completo,Cintura,Recto abdominal,Casa o gimnasio,Intermedio,Fitball,Ninguno,"aislado, multiarticular, intermedio, fitball, hipertrofia, casa, cintura, recto abdominal",https://drive.google.com/file/d/1G9LtzcW9g2t39o-uz2_Hs0MNBURC0G5G/view?usp=drivesdk,,
Press Pallof horizontal con banda,Cintura,Oblicuos / Core profundo,Casa o gimnasio,Intermedio,Banda elástica,Ninguno,"aislado, multiarticular, intermedio, banda elástica, hipertrofia, casa, cintura, oblicuos / core profundo",https://drive.google.com/file/d/1gjXcbshtdlq51o_mLRZKg8_tCQPTHWIS/view?usp=drivesdk,,
Giro sentado con barra sobre fitball,Cintura,Oblicuos,Gimnasio,Intermedio,Barra larga,Fitball,"aislado, multiarticular, intermedio, barra larga, hipertrofia, gimnasio, cintura, oblicuos",https://drive.google.com/file/d/1zToVLHnWNoIIJIJErzhu5oylhZRxXHW5/view?usp=drivesdk,,
Giro de pie con barra (versión femenina),Cintura,Oblicuos,Gimnasio,Intermedio,Barra larga,Ninguno,"aislado, multiarticular, intermedio, barra larga, hipertrofia, gimnasio, cintura, oblicuos",https://drive.google.com/file/d/1agtMqItJ_ag_zX1e3r5dIiIzmmWVsE2D/view?usp=drivesdk,,
Molino con peso corporal (versión femenina),Cintura,Oblicuos,casa/gimnasio,Básico,Ninguno,Esterilla,"aislado, multiarticular, básico, ninguno, hipertrofia, casa, cintura, oblicuos",https://drive.google.com/file/d/18rfaxrISmIz4lffGzE5KCUA5hsCJhE3c/view?usp=drivesdk,,
Elevación frontal con cable de pie,Cintura,Recto abdominal / Oblicuos,Gimnasio,Intermedio,Polea baja,Cuerda o barra,"aislado, multiarticular, intermedio, polea baja, hipertrofia, gimnasio, cintura, recto abdominal / oblicuos",https://drive.google.com/file/d/1YKdZU_H8dJQP6RDjZee7gLthkdDA8KFm/view?usp=drivesdk,,
Postura de la cobra (ejercicio de yoga),Cintura,Erectores espinales,casa/gimnasio,Básico,Ninguno,Esterilla,"aislado, multiarticular, básico, ninguno, hipertrofia, casa, cintura, erectores espinales",https://drive.google.com/file/d/1W21dBWNaecBjMqP4GEWePN_xpdgvnCM4/view?usp=drivesdk,,
Front lever (palanca frontal con peso corporal),Cintura,Abdominales inferiores,Gimnasio o barra,Avanzado,Peso corporal,Paralelas o anillas,"aislado, multiarticular, avanzado, peso corporal, hipertrofia, gimnasio, cintura, abdominales inferiores",https://drive.google.com/file/d/1JQzYm5bbB1h0Mj_r_6-Y5Uyq3Z4wJkbn/view?usp=drivesdk,,
Planche completo con peso corporal,Cintura,Core completo,Gimnasio o casa,Muy avanzado,Peso corporal,Paralletes o suelo firme,"aislado, multiarticular, muy avanzado, peso corporal, hipertrofia, casa, cintura, core completo",https://drive.google.com/file/d/1tynOC4nO6tm-rp9L7jycLG2BxhzUGgbR/view?usp=drivesdk,,
Hollow hold (posición hueca abdominal),Cintura,Core completo,Casa o gimnasio,Intermedio,Peso corporal,Esterilla,"aislado, multiarticular, intermedio, peso corporal, hipertrofia, casa, cintura, core completo",https://drive.google.com/file/d/1aRkOtvc9UfYcWrJy2U8iBatNg9vp4Swd/view?usp=drivesdk,,
Abdominal tipo navaja en el suelo,Cintura,Core completo,Casa o gimnasio,Intermedio,Peso corporal,Esterilla,"aislado, multiarticular, intermedio, peso corporal, hipertrofia, casa, cintura, core completo",https://drive.google.com/file/d/1QBlU2AnJ4rlNlOv7tjlhY9K0MrXvvzTB/view?usp=drivesdk,,
Press lateral inclinado con kettlebell (versión femenina),Cintura,Oblicuos,Casa o gimnasio,Intermedio,Kettlebell,Ninguno,"aislado, multiarticular, intermedio, kettlebell, hipertrofia, casa, cintura, oblicuos",https://drive.google.com/file/d/1UkiRVIFRz2dFxLFmOuCDOzf_3z6YLLn0/view?usp=drivesdk,,
Russian twist con kettlebell,Cintura,Oblicuos,Casa o gimnasio,Intermedio,Kettlebell,Esterilla opcional,"aislado, multiarticular, intermedio, kettlebell, hipertrofia, casa, cintura, oblicuos",https://drive.google.com/file/d/1B2H32x0SwWxwNnkmOq7BunM_VWQ-Kwq0/view?usp=drivesdk,,
Molino con kettlebell,Cintura,Oblicuos / Core profundo,Casa o gimnasio,Intermedio,Kettlebell,Ninguno,"aislado, multiarticular, intermedio, kettlebell, hipertrofia, casa, cintura, oblicuos / core profundo",https://drive.google.com/file/d/18b2lJshtJeHT0XpssT8KFuea3AbAeiYq/view?usp=drivesdk,,
L-sit (sujeción isométrica en forma de “L”),Cintura,Abdominales inferiores,Gimnasio o parque,Muy avanzado,Peso corporal,Paralelas,"aislado, multiarticular, muy avanzado, peso corporal, hipertrofia, gimnasio, cintura, abdominales inferiores",https://drive.google.com/file/d/1R_11c-roE7J6GW8n475uifvkBOQFZuhJ/view?usp=drivesdk,,
Giro sentado en máquina de palanca,Cintura,Oblicuos,Gimnasio,Intermedio,Máquina de palanca,Ninguno,"aislado, multiarticular, intermedio, máquina de palanca, hipertrofia, gimnasio, cintura, oblicuos",https://drive.google.com/file/d/1BYcX0ij8FY-kt0LLw9ve6ByUKPo4CPbh/view?usp=drivesdk,,
Press Pallof horizontal con banda elástica,Cintura,Oblicuos / Core profundo,Casa o gimnasio,Intermedio,Banda elástica,Ninguno,"aislado, multiarticular, intermedio, banda elástica, hipertrofia, casa, cintura, oblicuos / core profundo",https://drive.google.com/file/d/176l0jCAmrcxA_LNLpMGHyFFyCSsQxKOe/view?usp=drivesdk,,
Russian twist con balón medicinal,Cintura,Oblicuos,Casa o gimnasio,Intermedio,Balón medicinal,Esterilla opcional,"aislado, multiarticular, intermedio, balón medicinal, hipertrofia, casa, cintura, oblicuos",https://drive.google.com/file/d/1jBAKuj4pOmby20ej7ZehCgSgsmSFOn0N/view?usp=drivesdk,,
Rodamientos sobre fitball (versión femenina),Cintura,Recto abdominal,Casa o gimnasio,Intermedio,Fitball,Ninguno,"aislado, multiarticular, intermedio, fitball, hipertrofia, casa, cintura, recto abdominal",https://drive.google.com/file/d/13VXqPdGDq2K8SkvbpHlWs7IuBFkvsCcc/view?usp=drivesdk,,
Rodamiento frontal de pie con rueda abdominal,Cintura,Recto abdominal,Casa o gimnasio,Avanzado,Rueda abdominal,Ninguno,"aislado, multiarticular, avanzado, rueda abdominal, hipertrofia, casa, cintura, recto abdominal",https://drive.google.com/file/d/1RTXbDSJojr8nDqbjOI0RoXj0L3bjWcGg/view?usp=drivesdk,,
Abdominales tipo V,intura,Abdominales superiores,Casa o gimnasio,Intermedio,Peso corporal,Esterilla,"aislado, multiarticular, intermedio, peso corporal, hipertrofia, casa, intura, abdominales superiores",https://drive.google.com/file/d/1sSVte_H4DvLKALbHcrODyyghXV5b_pPU/view?usp=drivesdk,,
Rodamientos abdominales con rueda,Cintura,Abdominales / Core,Casa o gimnasio,Avanzado,Rueda abdominal,Ninguno,"aislado, multiarticular, avanzado, rueda abdominal, hipertrofia, casa, cintura, abdominales / core",https://drive.google.com/file/d/1vrTz3K_rh7xV4zCeweV1xgeNOq7X2PXJ/view?usp=drivesdk,,
Rodamientos abdominales con rueda (versión femenina),Cintura,Abdominales / Core,Casa o gimnasio,Avanzado,Rueda abdominal,Ninguno,"aislado, multiarticular, avanzado, rueda abdominal, hipertrofia, casa, cintura, abdominales / core",https://drive.google.com/file/d/1emUNACndhXIuR8GrjQfLKn7TxFNbaI8b/view?usp=drivesdk,,
Crunch abdominal con balón medicinal,Cintura,Recto abdominal,Casa o gimnasio,Básico,Balón medicinal,Esterilla opcional,"aislado, multiarticular, básico, balón medicinal, hipertrofia, casa, cintura, recto abdominal",https://drive.google.com/file/d/1mlw_ltyPAK7_pG2Vp6mHrYj2bEK9OpME/view?usp=drivesdk,,
Sit-up con balón medicinal contra la pared,Cintura,Abdominales,Gimnasio,Intermedio,Balón medicinal,Pared,"aislado, multiarticular, intermedio, balón medicinal, hipertrofia, gimnasio, cintura, abdominales",https://drive.google.com/file/d/1ZOnCyu7Npade2VowZi4Gm6RtXk5coqoD/view?usp=drivesdk,,
Crunch con piernas apoyadas sobre fitball,Cintura,Abdominales superiores,Casa o gimnasio,Básico,Fitball,Ninguno,"aislado, multiarticular, básico, fitball, hipertrofia, casa, cintura, abdominales superiores",https://drive.google.com/file/d/1wqdjNyJilPB7Porny4fBwaHelR-v_gXa/view?usp=drivesdk,,
Crunch sobre fitball,Cintura,Abdominales superiores,Casa o gimnasio,Básico,Fitball,Ninguno,"aislado, multiarticular, básico, fitball, hipertrofia, casa, cintura, abdominales superiores",https://drive.google.com/file/d/1gonApN_191heE9PTT8czQzSP32PkEkXM/view?usp=drivesdk,,
Crunch con extensión de pierna sobre fitball (versión masculina),Cintura,Abdominales / Piernas,Gimnasio,Intermedio,Fitball,Pesas opcionales,"aislado, multiarticular, intermedio, fitball, hipertrofia, gimnasio, cintura, abdominales / piernas",https://drive.google.com/file/d/1VicByW8HHlQQ0TXOlM0LX2U4wPfVp87m/view?usp=drivesdk,,
Sit-up sobre fitball,Cintura,Abdominales superiores,Casa o gimnasio,Básico,Fitball,Ninguno,"aislado, multiarticular, básico, fitball, hipertrofia, casa, cintura, abdominales superiores",https://drive.google.com/file/d/1l2VvQAB36aw2zwLT5Q5-N0C-oF1zQHuS/view?usp=drivesdk,,
